lat,lng,windSpeed
0.25,80.75,6.9
0.25,81.25,6.84
0.25,81.75,6.69
0.25,82.25,6.56
0.25,82.75,6.37
0.25,83.25,6.12
0.25,83.75,5.9
0.25,84.25,5.72
0.25,84.75,5.54
0.25,85.25,5.39
0.25,85.75,5.29
0.25,86.25,5.24
0.25,86.75,5.26
0.25,87.25,5.31
0.25,87.75,5.42
0.25,88.25,5.59
0.25,88.75,5.85
0.25,89.25,6.13
0.25,89.75,6.33
0.75,80.25,7.03
0.75,80.75,7.0
0.75,81.25,6.97
0.75,81.75,6.88
0.75,82.25,6.75
0.75,82.75,6.56
0.75,83.25,6.33
0.75,83.75,6.17
0.75,84.25,6.02
0.75,84.75,5.86
0.75,85.25,5.71
0.75,85.75,5.59
0.75,86.25,5.49
0.75,86.75,5.46
0.75,87.25,5.47
0.75,87.75,5.55
0.75,88.25,5.71
0.75,88.75,5.96
0.75,89.25,6.29
0.75,89.75,6.52
1.25,80.25,7.05
1.25,80.75,7.04
1.25,81.25,7.03
1.25,81.75,6.94
1.25,82.25,6.79
1.25,82.75,6.59
1.25,83.25,6.4
1.25,83.75,6.29
1.25,84.25,6.17
1.25,84.75,6.05
1.25,85.25,5.95
1.25,85.75,5.86
1.25,86.25,5.78
1.25,86.75,5.75
1.25,87.25,5.75
1.25,87.75,5.81
1.25,88.25,5.95
1.25,88.75,6.2
1.25,89.25,6.51
1.25,89.75,6.8
1.75,80.25,6.99
1.75,80.75,7.0
1.75,81.25,6.99
1.75,81.75,6.88
1.75,82.25,6.72
1.75,82.75,6.55
1.75,83.25,6.4
1.75,83.75,6.29
1.75,84.25,6.19
1.75,84.75,6.1
1.75,85.25,6.03
1.75,85.75,5.99
1.75,86.25,5.97
1.75,86.75,5.99
1.75,87.25,6.02
1.75,87.75,6.1
1.75,88.25,6.24
1.75,88.75,6.47
1.75,89.25,6.77
1.75,89.75,7.11
2.25,80.25,6.83
2.25,80.75,6.86
2.25,81.25,6.87
2.25,81.75,6.77
2.25,82.25,6.65
2.25,82.75,6.53
2.25,83.25,6.41
2.25,83.75,6.29
2.25,84.25,6.16
2.25,84.75,6.07
2.25,85.25,6.02
2.25,85.75,6.03
2.25,86.25,6.06
2.25,86.75,6.12
2.25,87.25,6.21
2.25,87.75,6.32
2.25,88.25,6.48
2.25,88.75,6.71
2.25,89.25,7.03
2.25,89.75,7.38
2.75,80.25,6.6
2.75,80.75,6.66
2.75,81.25,6.71
2.75,81.75,6.67
2.75,82.25,6.61
2.75,82.75,6.53
2.75,83.25,6.41
2.75,83.75,6.27
2.75,84.25,6.14
2.75,84.75,6.07
2.75,85.25,6.05
2.75,85.75,6.07
2.75,86.25,6.12
2.75,86.75,6.21
2.75,87.25,6.33
2.75,87.75,6.48
2.75,88.25,6.66
2.75,88.75,6.91
2.75,89.25,7.24
2.75,89.75,7.57
3.25,80.25,6.34
3.25,80.75,6.44
3.25,81.25,6.53
3.25,81.75,6.54
3.25,82.25,6.52
3.25,82.75,6.47
3.25,83.25,6.38
3.25,83.75,6.23
3.25,84.25,6.11
3.25,84.75,6.06
3.25,85.25,6.06
3.25,85.75,6.11
3.25,86.25,6.19
3.25,86.75,6.3
3.25,87.25,6.46
3.25,87.75,6.63
3.25,88.25,6.82
3.25,88.75,7.07
3.25,89.25,7.36
3.25,89.75,7.64
3.75,80.25,6.09
3.75,80.75,6.22
3.75,81.25,6.33
3.75,81.75,6.38
3.75,82.25,6.39
3.75,82.75,6.36
3.75,83.25,6.28
3.75,83.75,6.15
3.75,84.25,6.03
3.75,84.75,6.0
3.75,85.25,6.02
3.75,85.75,6.1
3.75,86.25,6.21
3.75,86.75,6.34
3.75,87.25,6.52
3.75,87.75,6.71
3.75,88.25,6.92
3.75,88.75,7.16
3.75,89.25,7.43
3.75,89.75,7.69
4.25,80.25,5.86
4.25,80.75,6.02
4.25,81.25,6.16
4.25,81.75,6.24
4.25,82.25,6.26
4.25,82.75,6.21
4.25,83.25,6.1
4.25,83.75,5.97
4.25,84.25,5.87
4.25,84.75,5.86
4.25,85.25,5.91
4.25,85.75,5.99
4.25,86.25,6.09
4.25,86.75,6.22
4.25,87.25,6.4
4.25,87.75,6.6
4.25,88.25,6.84
4.25,88.75,7.1
4.25,89.25,7.38
4.25,89.75,7.67
4.75,80.25,5.65
4.75,80.75,5.84
4.75,81.25,6.04
4.75,81.75,6.12
4.75,82.25,6.14
4.75,82.75,6.05
4.75,83.25,5.89
4.75,83.75,5.74
4.75,84.25,5.65
4.75,84.75,5.64
4.75,85.25,5.67
4.75,85.75,5.72
4.75,86.25,5.77
4.75,86.75,5.89
4.75,87.25,6.04
4.75,87.75,6.25
4.75,88.25,6.51
4.75,88.75,6.8
4.75,89.25,7.13
4.75,89.75,7.47
5.25,80.25,5.37
5.25,80.75,5.67
5.25,81.25,6.04
5.25,81.75,6.12
5.25,82.25,6.07
5.25,82.75,5.89
5.25,83.25,5.65
5.25,83.75,5.47
5.25,84.25,5.37
5.25,84.75,5.31
5.25,85.25,5.28
5.25,85.75,5.25
5.25,86.25,5.26
5.25,86.75,5.34
5.25,87.25,5.48
5.25,87.75,5.68
5.25,88.25,5.94
5.25,88.75,6.25
5.25,89.25,6.61
5.25,89.75,7.02
5.75,80.25,4.79
5.75,80.75,5.12
5.75,81.25,5.75
5.75,81.75,6.02
5.75,82.25,6.01
5.75,82.75,5.75
5.75,83.25,5.38
5.75,83.75,5.13
5.75,84.25,4.96
5.75,84.75,4.82
5.75,85.25,4.71
5.75,85.75,4.62
5.75,86.25,4.59
5.75,86.75,4.66
5.75,87.25,4.8
5.75,87.75,5.0
5.75,88.25,5.25
5.75,88.75,5.54
5.75,89.25,5.94
5.75,89.75,6.44
6.25,80.25,3.75
6.25,80.75,3.74
6.25,81.25,4.41
6.25,81.75,5.19
6.25,82.25,5.62
6.25,82.75,5.52
6.25,83.25,5.03
6.25,83.75,4.71
6.25,84.25,4.46
6.25,84.75,4.25
6.25,85.25,4.1
6.25,85.75,4.01
6.25,86.25,3.97
6.25,86.75,4.05
6.25,87.25,4.2
6.25,87.75,4.4
6.25,88.25,4.63
6.25,88.75,4.9
6.25,89.25,5.34
6.25,89.75,5.92
6.75,80.25,3.04
6.75,80.75,2.45
6.75,81.25,2.53
6.75,81.75,3.4
6.75,82.25,4.62
6.75,82.75,5.06
6.75,83.25,4.66
6.75,83.75,4.36
6.75,84.25,4.06
6.75,84.75,3.83
6.75,85.25,3.68
6.75,85.75,3.61
6.75,86.25,3.61
6.75,86.75,3.68
6.75,87.25,3.83
6.75,87.75,4.01
6.75,88.25,4.22
6.75,88.75,4.49
6.75,89.25,4.96
6.75,89.75,5.5
7.25,80.25,3.3
7.25,80.75,2.33
7.25,81.25,1.68
7.25,81.75,2.32
7.25,82.25,3.75
7.25,82.75,4.52
7.25,83.25,4.34
7.25,83.75,4.14
7.25,84.25,3.85
7.25,84.75,3.62
7.25,85.25,3.49
7.25,85.75,3.44
7.25,86.25,3.45
7.25,86.75,3.53
7.25,87.25,3.67
7.25,87.75,3.84
7.25,88.25,4.05
7.25,88.75,4.29
7.25,89.25,4.68
7.25,89.75,5.13
7.75,80.25,3.96
7.75,80.75,2.93
7.75,81.25,2.09
7.75,81.75,2.67
7.75,82.25,3.64
7.75,82.75,4.19
7.75,83.25,4.14
7.75,83.75,4.02
7.75,84.25,3.77
7.75,84.75,3.58
7.75,85.25,3.45
7.75,85.75,3.41
7.75,86.25,3.42
7.75,86.75,3.54
7.75,87.25,3.66
7.75,87.75,3.83
7.75,88.25,4.03
7.75,88.75,4.2
7.75,89.25,4.45
7.75,89.75,4.8
8.25,80.25,4.41
8.25,80.75,3.4
8.25,81.25,2.85
8.25,81.75,3.35
8.25,82.25,3.89
8.25,82.75,4.17
8.25,83.25,4.16
8.25,83.75,4.06
8.25,84.25,3.83
8.25,84.75,3.64
8.25,85.25,3.52
8.25,85.75,3.49
8.25,86.25,3.49
8.25,86.75,3.65
8.25,87.25,3.74
8.25,87.75,3.88
8.25,88.25,4.05
8.25,88.75,4.13
8.25,89.25,4.29
8.25,89.75,4.58
8.75,80.25,4.82
8.75,80.75,3.77
8.75,81.25,3.54
8.75,81.75,4.0
8.75,82.25,4.32
8.75,82.75,4.43
8.75,83.25,4.37
8.75,83.75,4.25
8.75,84.25,3.99
8.75,84.75,3.79
8.75,85.25,3.67
8.75,85.75,3.64
8.75,86.25,3.66
8.75,86.75,3.79
8.75,87.25,3.85
8.75,87.75,3.93
8.75,88.25,4.02
8.75,88.75,3.99
8.75,89.25,4.04
8.75,89.75,4.27
9.25,80.25,5.61
9.25,80.75,4.55
9.25,81.25,4.14
9.25,81.75,4.56
9.25,82.25,4.82
9.25,82.75,4.86
9.25,83.25,4.71
9.25,83.75,4.51
9.25,84.25,4.24
9.25,84.75,4.03
9.25,85.25,3.9
9.25,85.75,3.87
9.25,86.25,3.89
9.25,86.75,3.95
9.25,87.25,3.98
9.25,87.75,3.99
9.25,88.25,3.95
9.25,88.75,3.81
9.25,89.25,3.7
9.25,89.75,3.8
9.75,80.25,6.43
9.75,80.75,5.59
9.75,81.25,4.92
9.75,81.75,5.13
9.75,82.25,5.31
9.75,82.75,5.3
9.75,83.25,5.1
9.75,83.75,4.84
9.75,84.25,4.55
9.75,84.75,4.34
9.75,85.25,4.21
9.75,85.75,4.14
9.75,86.25,4.12
9.75,86.75,4.1
9.75,87.25,4.08
9.75,87.75,4.02
9.75,88.25,3.89
9.75,88.75,3.68
9.75,89.25,3.42
9.75,89.75,3.35
10.25,0.25,4.18
10.25,0.75,4.54
10.25,1.25,4.83
10.25,1.75,4.75
10.25,2.25,4.6
10.25,2.75,4.49
10.25,3.25,4.34
10.25,3.75,3.95
10.25,4.25,3.65
10.25,4.75,3.66
10.25,5.25,3.87
10.25,5.75,4.22
10.25,6.25,4.75
10.25,6.75,5.25
10.25,7.25,5.11
10.25,7.75,4.8
10.25,8.25,4.55
10.25,8.75,4.44
10.25,9.25,4.34
10.25,9.75,4.62
10.75,0.25,4.47
10.75,0.75,4.69
10.75,1.25,5.05
10.75,1.75,5.03
10.75,2.25,4.93
10.75,2.75,4.84
10.75,3.25,4.69
10.75,3.75,4.25
10.75,4.25,4.08
10.75,4.75,4.24
10.75,5.25,4.57
10.75,5.75,4.98
10.75,6.25,5.48
10.75,6.75,5.83
10.75,7.25,5.63
10.75,7.75,5.22
10.75,8.25,4.82
10.75,8.75,4.51
10.75,9.25,4.46
10.75,9.75,4.64
11.25,0.25,4.81
11.25,0.75,4.91
11.25,1.25,5.15
11.25,1.75,5.17
11.25,2.25,5.1
11.25,2.75,5.05
11.25,3.25,4.99
11.25,3.75,4.76
11.25,4.25,4.93
11.25,4.75,5.24
11.25,5.25,5.5
11.25,5.75,5.68
11.25,6.25,5.9
11.25,6.75,6.0
11.25,7.25,5.7
11.25,7.75,5.23
11.25,8.25,4.7
11.25,8.75,4.12
11.25,9.25,4.0
11.25,9.75,4.15
11.75,0.25,4.93
11.75,0.75,5.06
11.75,1.25,5.09
11.75,1.75,5.07
11.75,2.25,5.03
11.75,2.75,5.02
11.75,3.25,5.04
11.75,3.75,5.02
11.75,4.25,5.5
11.75,4.75,5.88
11.75,5.25,6.02
11.75,5.75,5.97
11.75,6.25,6.03
11.75,6.75,5.86
11.75,7.25,5.35
11.75,7.75,4.75
11.75,8.25,4.16
11.75,8.75,3.45
11.75,9.25,3.48
11.75,9.75,3.57
12.25,0.25,4.69
12.25,0.75,4.96
12.25,1.25,4.95
12.25,1.75,4.64
12.25,2.25,4.65
12.25,2.75,4.77
12.25,3.25,4.87
12.25,3.75,4.91
12.25,4.25,5.14
12.25,4.75,5.66
12.25,5.25,5.94
12.25,5.75,5.9
12.25,6.25,5.9
12.25,6.75,5.7
12.25,7.25,5.1
12.25,7.75,4.45
12.25,8.25,3.94
12.25,8.75,3.62
12.25,9.25,3.89
12.25,9.75,3.89
12.75,0.25,4.59
12.75,0.75,4.88
12.75,1.25,4.93
12.75,1.75,4.5
12.75,2.25,4.51
12.75,2.75,4.69
12.75,3.25,4.88
12.75,3.75,4.99
12.75,4.25,4.77
12.75,4.75,5.23
12.75,5.25,5.62
12.75,5.75,5.68
12.75,6.25,5.66
12.75,6.75,5.66
12.75,7.25,5.36
12.75,7.75,4.94
12.75,8.25,4.6
12.75,8.75,4.56
12.75,9.25,4.78
12.75,9.75,4.76
13.25,0.25,4.83
13.25,0.75,4.97
13.25,1.25,4.98
13.25,1.75,4.81
13.25,2.25,4.81
13.25,2.75,4.93
13.25,3.25,5.09
13.25,3.75,5.24
13.25,4.25,4.96
13.25,4.75,5.29
13.25,5.25,5.64
13.25,5.75,5.76
13.25,6.25,5.68
13.25,6.75,5.72
13.25,7.25,5.68
13.25,7.75,5.55
13.25,8.25,5.37
13.25,8.75,5.25
13.25,9.25,5.31
13.25,9.75,5.32
13.75,0.25,4.99
13.75,0.75,5.01
13.75,1.25,5.03
13.75,1.75,5.05
13.75,2.25,5.02
13.75,2.75,5.04
13.75,3.25,5.15
13.75,3.75,5.32
13.75,4.25,5.26
13.75,4.75,5.54
13.75,5.25,5.83
13.75,5.75,5.94
13.75,6.25,5.8
13.75,6.75,5.81
13.75,7.25,5.82
13.75,7.75,5.81
13.75,8.25,5.73
13.75,8.75,5.54
13.75,9.25,5.47
13.75,9.75,5.48
14.25,0.25,4.95
14.25,0.75,5.01
14.25,1.25,5.12
14.25,1.75,5.17
14.25,2.25,5.12
14.25,2.75,5.06
14.25,3.25,5.09
14.25,3.75,5.26
14.25,4.25,5.42
14.25,4.75,5.67
14.25,5.25,5.91
14.25,5.75,6.01
14.25,6.25,5.82
14.25,6.75,5.8
14.25,7.25,5.86
14.25,7.75,5.89
14.25,8.25,5.83
14.25,8.75,5.68
14.25,9.25,5.51
14.25,9.75,5.45
14.75,0.25,4.95
14.75,0.75,5.09
14.75,1.25,5.29
14.75,1.75,5.3
14.75,2.25,5.21
14.75,2.75,5.09
14.75,3.25,5.03
14.75,3.75,5.12
14.75,4.25,5.32
14.75,4.75,5.59
14.75,5.25,5.83
14.75,5.75,5.91
14.75,6.25,5.68
14.75,6.75,5.62
14.75,7.25,5.7
14.75,7.75,5.74
14.75,8.25,5.7
14.75,8.75,5.61
14.75,9.25,5.41
14.75,9.75,5.28
15.25,0.25,5.0
15.25,0.75,5.2
15.25,1.25,5.43
15.25,1.75,5.39
15.25,2.25,5.28
15.25,2.75,5.16
15.25,3.25,5.08
15.25,3.75,5.05
15.25,4.25,5.13
15.25,4.75,5.37
15.25,5.25,5.57
15.25,5.75,5.61
15.25,6.25,5.46
15.25,6.75,5.46
15.25,7.25,5.5
15.25,7.75,5.53
15.25,8.25,5.5
15.25,8.75,5.39
15.25,9.25,5.22
15.25,9.75,5.05
15.75,0.25,5.05
15.75,0.75,5.27
15.75,1.25,5.47
15.75,1.75,5.41
15.75,2.25,5.35
15.75,2.75,5.29
15.75,3.25,5.19
15.75,3.75,5.04
15.75,4.25,4.95
15.75,4.75,5.04
15.75,5.25,5.16
15.75,5.75,5.22
15.75,6.25,5.23
15.75,6.75,5.33
15.75,7.25,5.33
15.75,7.75,5.31
15.75,8.25,5.28
15.75,8.75,5.21
15.75,9.25,5.03
15.75,9.75,4.83
16.25,0.25,5.12
16.25,0.75,5.33
16.25,1.25,5.48
16.25,1.75,5.4
16.25,2.25,5.35
16.25,2.75,5.29
16.25,3.25,5.17
16.25,3.75,4.94
16.25,4.25,4.76
16.25,4.75,4.7
16.25,5.25,4.69
16.25,5.75,4.75
16.25,6.25,4.93
16.25,6.75,5.08
16.25,7.25,5.11
16.25,7.75,5.14
16.25,8.25,5.19
16.25,8.75,5.18
16.25,9.25,4.93
16.25,9.75,4.67
16.75,0.25,5.13
16.75,0.75,5.33
16.75,1.25,5.45
16.75,1.75,5.28
16.75,2.25,5.19
16.75,2.75,5.1
16.75,3.25,4.97
16.75,3.75,4.75
16.75,4.25,4.59
16.75,4.75,4.47
16.75,5.25,4.35
16.75,5.75,4.27
16.75,6.25,4.31
16.75,6.75,4.58
16.75,7.25,4.84
16.75,7.75,5.15
16.75,8.25,5.42
16.75,8.75,5.39
16.75,9.25,4.99
16.75,9.75,4.6
17.25,0.25,5.03
17.25,0.75,5.23
17.25,1.25,5.41
17.25,1.75,5.21
17.25,2.25,5.07
17.25,2.75,4.94
17.25,3.25,4.79
17.25,3.75,4.62
17.25,4.25,4.51
17.25,4.75,4.39
17.25,5.25,4.22
17.25,5.75,4.0
17.25,6.25,3.74
17.25,6.75,3.8
17.25,7.25,4.22
17.25,7.75,4.96
17.25,8.25,5.68
17.25,8.75,5.78
17.25,9.25,5.14
17.25,9.75,4.58
17.75,0.25,4.96
17.75,0.75,5.18
17.75,1.25,5.49
17.75,1.75,5.42
17.75,2.25,5.23
17.75,2.75,4.98
17.75,3.25,4.77
17.75,3.75,4.64
17.75,4.25,4.55
17.75,4.75,4.44
17.75,5.25,4.28
17.75,5.75,4.03
17.75,6.25,3.68
17.75,6.75,3.45
17.75,7.25,3.71
17.75,7.75,4.62
17.75,8.25,5.72
17.75,8.75,5.96
17.75,9.25,5.17
17.75,9.75,4.57
18.25,0.25,5.01
18.25,0.75,5.29
18.25,1.25,5.7
18.25,1.75,5.7
18.25,2.25,5.44
18.25,2.75,5.08
18.25,3.25,4.78
18.25,3.75,4.71
18.25,4.25,4.61
18.25,4.75,4.48
18.25,5.25,4.33
18.25,5.75,4.13
18.25,6.25,3.88
18.25,6.75,3.77
18.25,7.25,3.97
18.25,7.75,4.69
18.25,8.25,5.6
18.25,8.75,5.91
18.25,9.25,5.09
18.25,9.75,4.53
18.75,0.25,5.14
18.75,0.75,5.51
18.75,1.25,5.9
18.75,1.75,5.79
18.75,2.25,5.49
18.75,2.75,5.13
18.75,3.25,4.82
18.75,3.75,4.75
18.75,4.25,4.63
18.75,4.75,4.5
18.75,5.25,4.34
18.75,5.75,4.2
18.75,6.25,4.1
18.75,6.75,4.18
18.75,7.25,4.5
18.75,7.75,5.07
18.75,8.25,5.68
18.75,8.75,5.96
18.75,9.25,4.8
18.75,9.75,4.27
19.25,0.25,5.24
19.25,0.75,5.65
19.25,1.25,5.97
19.25,1.75,5.77
19.25,2.25,5.5
19.25,2.75,5.18
19.25,3.25,4.9
19.25,3.75,4.82
19.25,4.25,4.73
19.25,4.75,4.64
19.25,5.25,4.52
19.25,5.75,4.42
19.25,6.25,4.39
19.25,6.75,4.59
19.25,7.25,4.99
19.25,7.75,5.52
19.25,8.25,5.97
19.25,8.75,5.91
19.25,9.25,4.42
19.25,9.75,3.97
19.75,0.25,5.24
19.75,0.75,5.56
19.75,1.25,5.83
19.75,1.75,5.72
19.75,2.25,5.5
19.75,2.75,5.21
19.75,3.25,4.94
19.75,3.75,4.87
19.75,4.25,4.78
19.75,4.75,4.78
19.75,5.25,4.75
19.75,5.75,4.69
19.75,6.25,4.7
19.75,6.75,4.9
19.75,7.25,5.23
19.75,7.75,5.68
19.75,8.25,5.97
19.75,8.75,5.6
19.75,9.25,4.26
19.75,9.75,3.9
10.25,10.25,4.9
10.25,10.75,4.98
10.25,11.25,4.89
10.25,11.75,5.13
10.25,12.25,5.11
10.25,12.75,4.99
10.25,13.25,4.89
10.25,13.75,4.89
10.25,14.25,5.12
10.25,14.75,5.1
10.25,15.25,5.15
10.25,15.75,5.3
10.25,16.25,5.33
10.25,16.75,5.14
10.25,17.25,4.75
10.25,17.75,4.31
10.25,18.25,3.97
10.25,18.75,3.85
10.25,19.25,3.84
10.25,19.75,3.8
10.75,10.25,4.84
10.75,10.75,5.02
10.75,11.25,5.3
10.75,11.75,5.58
10.75,12.25,5.43
10.75,12.75,5.14
10.75,13.25,4.86
10.75,13.75,4.64
10.75,14.25,4.81
10.75,14.75,4.97
10.75,15.25,5.13
10.75,15.75,5.27
10.75,16.25,5.43
10.75,16.75,5.38
10.75,17.25,5.05
10.75,17.75,4.62
10.75,18.25,4.28
10.75,18.75,4.24
10.75,19.25,4.1
10.75,19.75,3.92
11.25,10.25,4.36
11.25,10.75,4.64
11.25,11.25,5.14
11.25,11.75,5.49
11.25,12.25,5.39
11.25,12.75,5.14
11.25,13.25,4.92
11.25,13.75,4.67
11.25,14.25,4.85
11.25,14.75,5.19
11.25,15.25,5.35
11.25,15.75,5.29
11.25,16.25,5.3
11.25,16.75,5.22
11.25,17.25,5.03
11.25,17.75,4.78
11.25,18.25,4.55
11.25,18.75,4.45
11.25,19.25,4.27
11.25,19.75,3.99
11.75,10.25,3.69
11.75,10.75,3.96
11.75,11.25,4.61
11.75,11.75,5.13
11.75,12.25,5.19
11.75,12.75,5.15
11.75,13.25,5.16
11.75,13.75,5.12
11.75,14.25,5.31
11.75,14.75,5.56
11.75,15.25,5.63
11.75,15.75,5.5
11.75,16.25,5.29
11.75,16.75,5.0
11.75,17.25,4.79
11.75,17.75,4.64
11.75,18.25,4.53
11.75,18.75,4.37
11.75,19.25,4.26
11.75,19.75,4.11
12.25,10.25,3.92
12.25,10.75,4.17
12.25,11.25,4.76
12.25,11.75,5.07
12.25,12.25,5.09
12.25,12.75,5.12
12.25,13.25,5.26
12.25,13.75,5.42
12.25,14.25,5.6
12.25,14.75,5.72
12.25,15.25,5.78
12.25,15.75,5.74
12.25,16.25,5.56
12.25,16.75,5.2
12.25,17.25,4.83
12.25,17.75,4.52
12.25,18.25,4.28
12.25,18.75,4.09
12.25,19.25,4.12
12.25,19.75,4.13
12.75,10.25,4.78
12.75,10.75,4.96
12.75,11.25,5.26
12.75,11.75,5.31
12.75,12.25,5.24
12.75,12.75,5.22
12.75,13.25,5.36
12.75,13.75,5.63
12.75,14.25,5.8
12.75,14.75,5.81
12.75,15.25,5.81
12.75,15.75,5.84
12.75,16.25,5.77
12.75,16.75,5.6
12.75,17.25,5.33
12.75,17.75,4.92
12.75,18.25,4.47
12.75,18.75,4.21
12.75,19.25,4.17
12.75,19.75,4.16
13.25,10.25,5.35
13.25,10.75,5.41
13.25,11.25,5.47
13.25,11.75,5.47
13.25,12.25,5.48
13.25,12.75,5.54
13.25,13.25,5.72
13.25,13.75,6.08
13.25,14.25,6.19
13.25,14.75,6.07
13.25,15.25,5.95
13.25,15.75,5.92
13.25,16.25,5.93
13.25,16.75,5.88
13.25,17.25,5.74
13.25,17.75,5.45
13.25,18.25,5.08
13.25,18.75,4.78
13.25,19.25,4.58
13.25,19.75,4.4
13.75,10.25,5.5
13.75,10.75,5.5
13.75,11.25,5.5
13.75,11.75,5.48
13.75,12.25,5.57
13.75,12.75,5.72
13.75,13.25,5.92
13.75,13.75,6.2
13.75,14.25,6.29
13.75,14.75,6.27
13.75,15.25,6.2
13.75,15.75,6.15
13.75,16.25,6.2
13.75,16.75,6.12
13.75,17.25,5.97
13.75,17.75,5.79
13.75,18.25,5.57
13.75,18.75,5.28
13.75,19.25,5.02
13.75,19.75,4.77
14.25,10.25,5.43
14.25,10.75,5.41
14.25,11.25,5.41
14.25,11.75,5.41
14.25,12.25,5.51
14.25,12.75,5.65
14.25,13.25,5.82
14.25,13.75,6.02
14.25,14.25,6.2
14.25,14.75,6.35
14.25,15.25,6.4
14.25,15.75,6.4
14.25,16.25,6.48
14.25,16.75,6.46
14.25,17.25,6.32
14.25,17.75,6.14
14.25,18.25,5.92
14.25,18.75,5.64
14.25,19.25,5.34
14.25,19.75,5.14
14.75,10.25,5.21
14.75,10.75,5.18
14.75,11.25,5.21
14.75,11.75,5.25
14.75,12.25,5.37
14.75,12.75,5.51
14.75,13.25,5.7
14.75,13.75,5.95
14.75,14.25,6.18
14.75,14.75,6.35
14.75,15.25,6.45
14.75,15.75,6.52
14.75,16.25,6.65
14.75,16.75,6.7
14.75,17.25,6.65
14.75,17.75,6.49
14.75,18.25,6.25
14.75,18.75,5.97
14.75,19.25,5.66
14.75,19.75,5.44
15.25,10.25,4.93
15.25,10.75,4.9
15.25,11.25,4.96
15.25,11.75,5.05
15.25,12.25,5.17
15.25,12.75,5.33
15.25,13.25,5.53
15.25,13.75,5.77
15.25,14.25,6.02
15.25,14.75,6.22
15.25,15.25,6.37
15.25,15.75,6.49
15.25,16.25,6.64
15.25,16.75,6.8
15.25,17.25,6.88
15.25,17.75,6.79
15.25,18.25,6.55
15.25,18.75,6.31
15.25,19.25,6.03
15.25,19.75,5.75
15.75,10.25,4.67
15.75,10.75,4.61
15.75,11.25,4.71
15.75,11.75,4.81
15.75,12.25,4.94
15.75,12.75,5.11
15.75,13.25,5.3
15.75,13.75,5.5
15.75,14.25,5.74
15.75,14.75,5.99
15.75,15.25,6.21
15.75,15.75,6.41
15.75,16.25,6.62
15.75,16.75,6.85
15.75,17.25,6.95
15.75,17.75,6.92
15.75,18.25,6.79
15.75,18.75,6.65
15.75,19.25,6.37
15.75,19.75,6.06
16.25,10.25,4.45
16.25,10.75,4.33
16.25,11.25,4.39
16.25,11.75,4.47
16.25,12.25,4.66
16.25,12.75,4.89
16.25,13.25,5.09
16.25,13.75,5.27
16.25,14.25,5.48
16.25,14.75,5.73
16.25,15.25,6.02
16.25,15.75,6.34
16.25,16.25,6.68
16.25,16.75,6.89
16.25,17.25,6.97
16.25,17.75,7.0
16.25,18.25,7.02
16.25,18.75,6.97
16.25,19.25,6.69
16.25,19.75,6.37
16.75,10.25,4.26
16.75,10.75,4.02
16.75,11.25,3.98
16.75,11.75,4.1
16.75,12.25,4.35
16.75,12.75,4.62
16.75,13.25,4.85
16.75,13.75,5.04
16.75,14.25,5.22
16.75,14.75,5.43
16.75,15.25,5.74
16.75,15.75,6.15
16.75,16.25,6.61
16.75,16.75,6.86
16.75,17.25,7.07
16.75,17.75,7.25
16.75,18.25,7.34
16.75,18.75,7.3
16.75,19.25,7.11
16.75,19.75,6.81
17.25,10.25,4.08
17.25,10.75,3.71
17.25,11.25,3.59
17.25,11.75,3.74
17.25,12.25,3.97
17.25,12.75,4.22
17.25,13.25,4.46
17.25,13.75,4.67
17.25,14.25,4.84
17.25,14.75,5.04
17.25,15.25,5.34
17.25,15.75,5.78
17.25,16.25,6.33
17.25,16.75,6.73
17.25,17.25,7.23
17.25,17.75,7.62
17.25,18.25,7.8
17.25,18.75,7.71
17.25,19.25,7.58
17.25,19.75,7.27
17.75,10.25,4.03
17.75,10.75,3.55
17.75,11.25,3.33
17.75,11.75,3.43
17.75,12.25,3.56
17.75,12.75,3.71
17.75,13.25,3.89
17.75,13.75,4.05
17.75,14.25,4.23
17.75,14.75,4.43
17.75,15.25,4.7
17.75,15.75,5.12
17.75,16.25,5.75
17.75,16.75,6.39
17.75,17.25,7.16
17.75,17.75,7.72
17.75,18.25,7.96
17.75,18.75,7.98
17.75,19.25,7.96
17.75,19.75,7.6
18.25,10.25,4.03
18.25,10.75,3.57
18.25,11.25,3.29
18.25,11.75,3.25
18.25,12.25,3.27
18.25,12.75,3.32
18.25,13.25,3.34
18.25,13.75,3.32
18.25,14.25,3.35
18.25,14.75,3.5
18.25,15.25,3.73
18.25,15.75,4.09
18.25,16.25,4.68
18.25,16.75,5.64
18.25,17.25,6.55
18.25,17.75,7.29
18.25,18.25,7.84
18.25,18.75,8.22
18.25,19.25,8.13
18.25,19.75,7.68
18.75,10.25,3.95
18.75,10.75,3.66
18.75,11.25,3.41
18.75,11.75,3.27
18.75,12.25,3.2
18.75,12.75,3.13
18.75,13.25,2.98
18.75,13.75,2.73
18.75,14.25,2.56
18.75,14.75,2.61
18.75,15.25,2.8
18.75,15.75,3.05
18.75,16.25,3.34
18.75,16.75,4.39
18.75,17.25,5.29
18.75,17.75,6.21
18.75,18.25,7.23
18.75,18.75,8.36
18.75,19.25,8.06
18.75,19.75,7.51
19.25,10.25,3.89
19.25,10.75,3.81
19.25,11.25,3.74
19.25,11.75,3.68
19.25,12.25,3.49
19.25,12.75,3.24
